"Bairro","Taxa de alfabetização"
"Engenho da Rainha - Rio de Janeiro (RJ)","97.9"
"Tomás Coelho - Rio de Janeiro (RJ)","97.2"
"Saúde - Rio de Janeiro (RJ)","98.7"
"Paquetá - Rio de Janeiro (RJ)","95.6"
"Parque Columbia - Rio de Janeiro (RJ)","95.7"
"Jacarezinho - Rio de Janeiro (RJ)","95.5"
"Rocinha - Rio de Janeiro (RJ)","93.6"
"Complexo do Alemão - Rio de Janeiro (RJ)","93.5"
"Maré - Rio de Janeiro (RJ)","92.8"
"Vasco da Gama - Rio de Janeiro (RJ)","96.5"
"Gericinó - Rio de Janeiro (RJ)","92.2"
"Alcântara - São Gonçalo (RJ)","99.1"
"Antonina - São Gonçalo (RJ)","98.2"
"Boaçu - São Gonçalo (RJ)","96.6"
"Brasilândia I - São Gonçalo (RJ)","98.8"
"Centro - São Gonçalo (RJ)","99.1"
"Colubandê - São Gonçalo (RJ)","97.1"
"Cruzeiro do Sul - São Gonçalo (RJ)","97.4"
"Engenho Pequeno I - São Gonçalo (RJ)","95.7"
"Estrela do Norte - São Gonçalo (RJ)","97.4"
"Fazenda dos Mineiros - São Gonçalo (RJ)","94.3"
"Galo Branco - São Gonçalo (RJ)","97.6"
"Itaóca - São Gonçalo (RJ)","91.6"
"Itaúna - São Gonçalo (RJ)","97.0"
"Lindo Parque I - São Gonçalo (RJ)","96.6"
"Luiz Caçador - São Gonçalo (RJ)","95.7"
"Mutondo - São Gonçalo (RJ)","98.2"
"Mutuá - São Gonçalo (RJ)","98.6"
"Mutuaguaçu - São Gonçalo (RJ)","96.5"
"Mutuapira - São Gonçalo (RJ)","95.3"
"Nova Cidade - São Gonçalo (RJ)","98.5"
"Palmeiras - São Gonçalo (RJ)","94.2"
"Porto da Rosa - São Gonçalo (RJ)","95.6"
"Recanto das Acácias - São Gonçalo (RJ)","95.4"
"Rocha - São Gonçalo (RJ)","97.4"
"Salgueiro - São Gonçalo (RJ)","93.3"
"São Miguel - São Gonçalo (RJ)","98.1"
"Tribobó I - São Gonçalo (RJ)","96.3"
"Trindade - São Gonçalo (RJ)","98.0"
"Vila Yara - São Gonçalo (RJ)","99.3"
"Zé Garoto I - São Gonçalo (RJ)","98.9"
"Almerinda - São Gonçalo (RJ)","96.3"
"Amendoeira - São Gonçalo (RJ)","96.6"
"Anaia Grande - São Gonçalo (RJ)","95.0"
"Anaia Pequeno - São Gonçalo (RJ)","94.4"
"Arrastão - São Gonçalo (RJ)","94.9"
"Arsenal - São Gonçalo (RJ)","97.2"
"Coelho - São Gonçalo (RJ)","95.9"
"Eliane - São Gonçalo (RJ)","95.1"
"Engenho do Roçado - São Gonçalo (RJ)","93.5"
"Ieda - São Gonçalo (RJ)","92.9"
"Ipiíba - São Gonçalo (RJ)","96.1"
"Jardim Amendoeira - São Gonçalo (RJ)","98.0"
"Jardim Nova República - São Gonçalo (RJ)","96.8"
"Jockey - São Gonçalo (RJ)","95.8"
"Lagoinha I - São Gonçalo (RJ)","97.9"
"Largo da Idéia I - São Gonçalo (RJ)","96.3"
"Maria Paula I - São Gonçalo (RJ)","95.5"
"Pacheco I - São Gonçalo (RJ)","96.0"
"Raul Veiga I - São Gonçalo (RJ)","97.9"
"Rio do Ouro - São Gonçalo (RJ)","96.2"
"Sacramento I - São Gonçalo (RJ)","94.3"
"Santa Isabel - São Gonçalo (RJ)","94.6"
"Tiradentes - São Gonçalo (RJ)","98.3"
"Tribobó II - São Gonçalo (RJ)","97.7"
"Várzea das Moças - São Gonçalo (RJ)","94.2"
"Vila Candosa - São Gonçalo (RJ)","94.3"
"Barracão - São Gonçalo (RJ)","96.6"
"Bom Retiro - São Gonçalo (RJ)","94.2"
"Gebara - São Gonçalo (RJ)","91.0"
"Guarani - São Gonçalo (RJ)","94.7"
"Guaxindiba - São Gonçalo (RJ)","94.6"
"Jardim Catarina - São Gonçalo (RJ)","95.5"
"Lagoinha II - São Gonçalo (RJ)","96.9"
"Laranjal - São Gonçalo (RJ)","96.7"
"Largo da Idéia II - São Gonçalo (RJ)","96.1"
"Marambaia - São Gonçalo (RJ)","95.2"
"Miriambi - São Gonçalo (RJ)","97.2"
"Monjolos - São Gonçalo (RJ)","95.5"
"Pacheco II - São Gonçalo (RJ)","97.0"
"Raul Veiga II - São Gonçalo (RJ)","96.3"
"Sacramento II - São Gonçalo (RJ)","95.0"
"Santa Luzia - São Gonçalo (RJ)","95.9"
"Vila Três - São Gonçalo (RJ)","97.4"
"Vista Alegre - São Gonçalo (RJ)","97.1"
"Barro Vermelho I - São Gonçalo (RJ)","98.8"
"Boa Vista - São Gonçalo (RJ)","96.1"
"Brasilândia II - São Gonçalo (RJ)","98.1"
"Camarão - São Gonçalo (RJ)","98.8"
"Covanca I - São Gonçalo (RJ)","98.3"
"Gradim - São Gonçalo (RJ)","96.9"
"Mangueira - São Gonçalo (RJ)","98.3"
"Neves I - São Gonçalo (RJ)","98.7"
"Parada Quarenta - São Gonçalo (RJ)","98.9"
"Paraiso - São Gonçalo (RJ)","97.5"
"Patronato - São Gonçalo (RJ)","97.6"
"Pita I - São Gonçalo (RJ)","98.4"
"Porto da Madame - São Gonçalo (RJ)","97.3"
"Porto Novo - São Gonçalo (RJ)","97.1"
"Porto da Pedra - São Gonçalo (RJ)","98.4"
"Porto Velho - São Gonçalo (RJ)","97.9"
"Rosane - São Gonçalo (RJ)","98.1"
"Santa Catarina - São Gonçalo (RJ)","97.9"
"Vila Lage - São Gonçalo (RJ)","97.8"
"Zé Garoto II - São Gonçalo (RJ)","98.5"
"Barro Vermelho II - São Gonçalo (RJ)","97.5"
"Covanca II - São Gonçalo (RJ)","98.6"
"Engenho Pequeno II - São Gonçalo (RJ)","96.9"
"Lindo Parque II - São Gonçalo (RJ)","96.1"
"Maria Paula II - São Gonçalo (RJ)","96.8"
"Morro do Castro - São Gonçalo (RJ)","90.7"
"Neves II - São Gonçalo (RJ)","97.5"
"Novo México - São Gonçalo (RJ)","93.8"
"Pita II - São Gonçalo (RJ)","97.8"
"Santa Catarina II - São Gonçalo (RJ)","97.9"
"Tenente Jardim - São Gonçalo (RJ)","94.2"
"Tribobó III - São Gonçalo (RJ)","96.4"
"Venda da Cruz - São Gonçalo (RJ)","98.1"
"Zumbi - São Gonçalo (RJ)","90.5"
"Vila Tiradentes - São João de Meriti (RJ)","97.4"
"Vilar dos Teles - São João de Meriti (RJ)","96.3"
"Jardim Meriti - São João de Meriti (RJ)","97.4"
"Eden - São João de Meriti (RJ)","97.2"
"Engenheiro Belford - São João de Meriti (RJ)","98.1"
"Agostinho Porto - São João de Meriti (RJ)","97.8"
"Vila Rosali - São João de Meriti (RJ)","97.8"
"Venda Velha - São João de Meriti (RJ)","95.2"
"Parque Araruama - São João de Meriti (RJ)","96.5"
"Jardim Sumaré - São João de Meriti (RJ)","96.2"
"Jardim Metrópole - São João de Meriti (RJ)","95.2"
"Jardim Paraiso - São João de Meriti (RJ)","96.0"
"Coelho da Rocha - São João de Meriti (RJ)","97.0"
"Tomazinho - São João de Meriti (RJ)","97.6"
"São Matheus - São João de Meriti (RJ)","96.3"
"Centro - São João de Meriti (RJ)","97.4"
"Centro - São Pedro da Aldeia (RJ)","98.0"
"Nova São Pedro - São Pedro da Aldeia (RJ)","98.1"
"Porto da Aldeia - São Pedro da Aldeia (RJ)","95.0"
"Poço Fundo - São Pedro da Aldeia (RJ)","95.6"
"Boqueirão - São Pedro da Aldeia (RJ)","96.3"
"Praia do Sudoeste - São Pedro da Aldeia (RJ)","96.7"
"Baleia - São Pedro da Aldeia (RJ)","93.4"
"Estação - São Pedro da Aldeia (RJ)","97.4"
"São José - São Pedro da Aldeia (RJ)","97.9"
"Fluminense - São Pedro da Aldeia (RJ)","98.3"
"Bela Vista - São Pedro da Aldeia (RJ)","98.9"
"Jardim Soledade - São Pedro da Aldeia (RJ)","96.6"
"Morro do Milagre - São Pedro da Aldeia (RJ)","95.5"
"Boa Vista - São Pedro da Aldeia (RJ)","97.8"
"Jardim Morada da Aldeia - São Pedro da Aldeia (RJ)","94.6"
"Recanto do Sol - São Pedro da Aldeia (RJ)","94.6"
"Jardim das Acácias - São Pedro da Aldeia (RJ)","93.7"
"Santo Antônio - São Pedro da Aldeia (RJ)","88.5"
"Rua do Fogo - São Pedro da Aldeia (RJ)","94.8"
"Pinheiros - São Pedro da Aldeia (RJ)","87.9"
"Flexeiras - São Pedro da Aldeia (RJ)","89.9"
"Balneário São Pedro - São Pedro da Aldeia (RJ)","97.2"
"Balneário São Pedro 2 - São Pedro da Aldeia (RJ)","92.8"
"Parque dos Meninos - São Pedro da Aldeia (RJ)","86.2"
"Balneário das Conchas - São Pedro da Aldeia (RJ)","93.1"
"Jardim Arco-Íris - São Pedro da Aldeia (RJ)","96.5"
"Praia Linda - São Pedro da Aldeia (RJ)","93.0"
"Campo Redondo - São Pedro da Aldeia (RJ)","95.9"
"Colina - São Pedro da Aldeia (RJ)","91.7"
"São João - São Pedro da Aldeia (RJ)","93.9"
"Parque Estoril - São Pedro da Aldeia (RJ)","97.2"
"Baixo Grande - São Pedro da Aldeia (RJ)","96.1"
"Ponta do Ambrósio - São Pedro da Aldeia (RJ)","94.6"
"Vinhateiro - São Pedro da Aldeia (RJ)","96.5"
"Jardim Primavera - São Pedro da Aldeia (RJ)","92.4"
"Porto do Carro - São Pedro da Aldeia (RJ)","94.4"
"Recanto das Orquídeas - São Pedro da Aldeia (RJ)","89.3"
"Parque Arruda - São Pedro da Aldeia (RJ)","91.0"
"Alecrim - São Pedro da Aldeia (RJ)","88.2"
"Base AeroNaval - São Pedro da Aldeia (RJ)","99.4"
"Areal - Saquarema (RJ)","95.4"
"Barra Nova - Saquarema (RJ)","95.4"
"Boqueirão - Saquarema (RJ)","96.4"
"Centro - Saquarema (RJ)","97.8"
"Coqueiral - Saquarema (RJ)","93.8"
"Gravatá - Saquarema (RJ)","97.9"
"Guarani - Saquarema (RJ)","93.4"
"Ipitangas - Saquarema (RJ)","92.9"
"Itauna - Saquarema (RJ)","98.2"
"Jardim - Saquarema (RJ)","92.0"
"Leigos - Saquarema (RJ)","94.9"
"Mombaça - Saquarema (RJ)","89.9"
"Porto da Roça I - Saquarema (RJ)","97.8"
"Porto Novo - Saquarema (RJ)","98.1"
"Vilatur - Saquarema (RJ)","94.2"
"Água Branca - Saquarema (RJ)","90.5"
"Alvorada - Saquarema (RJ)","91.9"
"Asfalto Velho - Saquarema (RJ)","90.8"
"Aterrado - Saquarema (RJ)","95.3"
"Bacaxá - Saquarema (RJ)","96.4"
"Barreira - Saquarema (RJ)","96.3"
"Bicuíba - Saquarema (RJ)","88.4"
"Bonsucesso - Saquarema (RJ)","91.7"
"Caixa D'Água - Saquarema (RJ)","94.1"
"Comum - Saquarema (RJ)","85.9"
"Condado de Bacaxá - Saquarema (RJ)","93.0"
"de Fátima - Saquarema (RJ)","97.6"
"Engenho Grande - Saquarema (RJ)","92.9"
"Madressilva - Saquarema (RJ)","92.7"
"Morro dos Pregos - Saquarema (RJ)","83.3"
"Parque Marina - Saquarema (RJ)","96.5"
"Porto da Roça II - Saquarema (RJ)","96.1"
"Raia - Saquarema (RJ)","96.9"
"Retiro - Saquarema (RJ)","94.4"
"Rio da Areia - Saquarema (RJ)","92.2"
"Rio Seco - Saquarema (RJ)","91.0"
"São Geraldo - Saquarema (RJ)","96.0"
"Verde Vale - Saquarema (RJ)","96.9"
"Basilea - Saquarema (RJ)","89.2"
"Jaconé - Saquarema (RJ)","96.2"
"Sampaio Correia - Saquarema (RJ)","94.7"
"Serra de Mato Grosso - Saquarema (RJ)","91.1"
"Tingui - Saquarema (RJ)","81.7"
"Centro - Tanguá (RJ)","95.0"
"Vila Cortes - Tanguá (RJ)","93.7"
"Ampliação - Tanguá (RJ)","90.7"
"Pinhão - Tanguá (RJ)","93.9"
"Bandeirantes - Tanguá (RJ)","90.3"
"Duques - Tanguá (RJ)","90.3"
"Mangueirinha - Tanguá (RJ)","91.1"
"Mangueiras - Tanguá (RJ)","92.9"
"Minério - Tanguá (RJ)","90.6"
"Núcleo Urbano de Posse dos Coutinhos - Tanguá (RJ)","89.4"
"Várzea - Teresópolis (RJ)","98.8"
"Alto - Teresópolis (RJ)","98.5"
"São Pedro - Teresópolis (RJ)","93.4"
"Barra do Imbuí - Teresópolis (RJ)","96.7"
"Tijuca - Teresópolis (RJ)","98.1"
"Bom Retiro - Teresópolis (RJ)","96.0"
"Araras - Teresópolis (RJ)","96.3"
"Barroso - Teresópolis (RJ)","96.5"
"Carlos Guinle - Teresópolis (RJ)","98.0"
"Meudom - Teresópolis (RJ)","93.8"
"Ermitage - Teresópolis (RJ)","96.6"
"Parque São Luiz - Teresópolis (RJ)","99.1"
"Fazendinha - Teresópolis (RJ)","97.7"
"Cascata Guarani - Teresópolis (RJ)","95.6"
"Jardim Cascata - Teresópolis (RJ)","99.2"
"Morro dos Pinheiros - Teresópolis (RJ)","95.8"
"Soberbo - Teresópolis (RJ)","96.7"
"Granja Guarani - Teresópolis (RJ)","95.5"
"Parque do Ingá - Teresópolis (RJ)","98.3"
"Cascata dos Amores - Teresópolis (RJ)","97.3"
"Taumaturgo - Teresópolis (RJ)","99.1"
"Iucas - Teresópolis (RJ)","98.2"
"Agriões - Teresópolis (RJ)","98.8"
"Jardim Europa - Teresópolis (RJ)","98.6"
"Vila Muqui - Teresópolis (RJ)","97.5"
"Quinta da Barra - Teresópolis (RJ)","98.4"
"Paineiras - Teresópolis (RJ)","95.1"
"Golfe - Teresópolis (RJ)","97.6"
"Artistas - Teresópolis (RJ)","97.2"
"Vale do Paraíso - Teresópolis (RJ)","98.1"
"Pimenteiras - Teresópolis (RJ)","96.1"
"Cascata do Imbuí - Teresópolis (RJ)","96.5"
"Posse - Teresópolis (RJ)","95.4"
"Quebra Frascos - Teresópolis (RJ)","95.8"
"Parque do Imbuí - Teresópolis (RJ)","97.3"
"Prata - Teresópolis (RJ)","96.9"
"Fonte Santa - Teresópolis (RJ)","88.8"
"Granja Florestal - Teresópolis (RJ)","93.2"
"Jardim Salaco - Teresópolis (RJ)","96.6"
"Albuquerque - Teresópolis (RJ)","96.0"
"Caleme - Teresópolis (RJ)","92.6"
"Quinta Lebrão - Teresópolis (RJ)","90.2"
"Ficher - Teresópolis (RJ)","91.1"
"Jardim Meudon - Teresópolis (RJ)","93.3"
"Santa Cecília - Teresópolis (RJ)","95.3"
"Caxangá - Teresópolis (RJ)","96.1"
"Nossa Senhora de Fátima - Teresópolis (RJ)","96.5"
"Corta Vento - Teresópolis (RJ)","96.3"
"Panorama - Teresópolis (RJ)","99.5"
"Aterrado - Volta Redonda (RJ)","99.1"
"Açude - Volta Redonda (RJ)","94.7"
"Aero Clube - Volta Redonda (RJ)","98.3"
"Água Limpa - Volta Redonda (RJ)","97.0"
"Belo Horizonte - Volta Redonda (RJ)","93.0"
"Barreira Cravo - Volta Redonda (RJ)","99.5"
"Belmonte - Volta Redonda (RJ)","95.8"
"Brasilândia - Volta Redonda (RJ)","97.1"
"Bela Vista - Volta Redonda (RJ)","99.7"
"Candelária - Volta Redonda (RJ)","93.3"
"Casa de Pedra - Volta Redonda (RJ)","99.0"
"Conforto - Volta Redonda (RJ)","98.0"
"Dom Bosco - Volta Redonda (RJ)","94.8"
"Eucaliptal - Volta Redonda (RJ)","97.6"
"Jardim Belvedere - Volta Redonda (RJ)","99.7"
"Jardim Amália - Volta Redonda (RJ)","99.5"
"Jardim Suiça - Volta Redonda (RJ)","100.0"
"Jardim Europa - Volta Redonda (RJ)","98.8"
"Jardim Padre Josimo Tavares - Volta Redonda (RJ)","93.1"
"Laranjal - Volta Redonda (RJ)","99.6"
"Minerlândia - Volta Redonda (RJ)","97.3"
"Monte Castelo - Volta Redonda (RJ)","97.3"
"N. S. das Graças - Volta Redonda (RJ)","98.4"
"Niterói - Volta Redonda (RJ)","98.7"
"Ponte Alta - Volta Redonda (RJ)","98.2"
"Pinto da Serra - Volta Redonda (RJ)","93.7"
"Retiro - Volta Redonda (RJ)","96.9"
"Rústico - Volta Redonda (RJ)","98.6"
"São João Batista - Volta Redonda (RJ)","97.0"
"São Cristóvão - Volta Redonda (RJ)","98.3"
"São Geraldo - Volta Redonda (RJ)","97.8"
"São João - Volta Redonda (RJ)","98.2"
"Santa Cruz - Volta Redonda (RJ)","97.9"
"São Lucas - Volta Redonda (RJ)","97.6"
"São Luís - Volta Redonda (RJ)","97.1"
"Santa Inês - Volta Redonda (RJ)","97.3"
"Santa Rita do Zarur - Volta Redonda (RJ)","93.8"
"Santo Agostinho - Volta Redonda (RJ)","96.7"
"Sessenta - Volta Redonda (RJ)","98.0"
"Siderópolis - Volta Redonda (RJ)","98.5"
"Vila Brasília - Volta Redonda (RJ)","94.1"
"Vila Mury - Volta Redonda (RJ)","98.8"
"Vila Santa Cecília - Volta Redonda (RJ)","98.7"
"Voldac - Volta Redonda (RJ)","98.1"
"Três Poços - Volta Redonda (RJ)","95.8"
"Vila Americana - Volta Redonda (RJ)","96.1"
"Vila Rica - Volta Redonda (RJ)","93.6"
"Jardim Belmonte - Volta Redonda (RJ)","95.7"
"Siderlândia - Volta Redonda (RJ)","95.9"
"Santa Cruz II - Volta Redonda (RJ)","92.2"
"249 - Volta Redonda (RJ)","98.8"
"Jardim Paraíba - Volta Redonda (RJ)","97.6"
"Centro - Anhembi (SP)","95.8"
"Vila São José - Anhembi (SP)","88.2"
"Jardim Nova Anhembi - Anhembi (SP)","94.1"
"Recanto da Figueira - Anhembi (SP)","97.9"
"Jardim Bandeirantes - Anhembi (SP)","98.6"
"Jardim Cruzeiro - Anhembi (SP)","96.8"
"Morada do Sol - Anhembi (SP)","93.5"
"Nossa Senhora dos Navegantes - Anhembi (SP)","93.8"
"Altos de Anhembi - Anhembi (SP)","80.0"
"Centro (Pirambóia) - Anhembi (SP)","94.5"
"Jardim Nova Pirambóia - Anhembi (SP)","93.7"
"Nossa Senhora das Graças - Anhembi (SP)","95.1"
"Um - Artur Nogueira (SP)","97.1"
"Dois - Artur Nogueira (SP)","93.7"
"Três - Artur Nogueira (SP)","93.2"
"Quatro - Artur Nogueira (SP)","91.0"
"Cinco - Artur Nogueira (SP)","91.7"
"Seis - Artur Nogueira (SP)","95.0"
"Sete - Artur Nogueira (SP)","96.0"
"Oito - Artur Nogueira (SP)","98.3"
"Nove - Artur Nogueira (SP)","95.2"
"Dez - Artur Nogueira (SP)","98.8"
"Onze - Artur Nogueira (SP)","98.8"
"Doze - Artur Nogueira (SP)","94.1"
"Treze - Artur Nogueira (SP)","98.6"
"Água Espraiada - Atibaia (SP)","88.2"
"Alvinópolis - Atibaia (SP)","96.4"
"Boa Vista - Atibaia (SP)","96.7"
"Brotas - Atibaia (SP)","94.8"
"Caetetuba - Atibaia (SP)","94.3"
"Caioçara - Atibaia (SP)","93.8"
"Campo dos Aleixos - Atibaia (SP)","94.5"
"Centro - Atibaia (SP)","98.6"
"Guaxinduva - Atibaia (SP)","94.7"
"Iara - Atibaia (SP)","87.2"
"Itapetinga - Atibaia (SP)","98.4"
"Jundiaizinho - Atibaia (SP)","96.6"
"Laranja Azeda - Atibaia (SP)","93.4"
"Laranjal - Atibaia (SP)","93.7"
"Maracanã - Atibaia (SP)","90.3"
"Marmeleiro - Atibaia (SP)","98.0"
"Mato Dentro do Lajeado - Atibaia (SP)","90.9"
"Mato Dentro - Atibaia (SP)","94.1"
"Pinheirinho - Atibaia (SP)","95.9"
"Piqueri - Atibaia (SP)","97.6"
"Ponte - Atibaia (SP)","98.0"
"Ponte Alta - Atibaia (SP)","93.9"
"Portão - Atibaia (SP)","94.7"
"Ressaca - Atibaia (SP)","98.4"
"Ribeirão dos Porcos - Atibaia (SP)","95.0"
"Rio Abaixo - Atibaia (SP)","91.7"
"Rosário - Atibaia (SP)","94.3"
"São João das Pitas - Atibaia (SP)","96.5"
"Tanque - Atibaia (SP)","92.0"
"Usina - Atibaia (SP)","97.4"
"Centro - Barueri (SP)","97.6"
"Califórnia - Barueri (SP)","95.1"
"Boa Vista - Barueri (SP)","97.5"
"Alphaville - Barueri (SP)","99.6"
"Jubran - Barueri (SP)","99.7"
"Tamboré - Barueri (SP)","99.4"
"Engenho Novo - Barueri (SP)","96.0"
"Cruz Preta - Barueri (SP)","96.3"
"Mutinga - Barueri (SP)","95.4"
"Aldeia - Barueri (SP)","96.7"
"Fazenda Militar - Barueri (SP)","98.0"
"Votupoca - Barueri (SP)","96.3"
"Belval - Barueri (SP)","96.0"
"Altos - Barueri (SP)","87.9"
"Aldeia da Serra - Barueri (SP)","99.5"
"Silveira - Barueri (SP)","95.6"
"Jardim São Fernando - Bebedouro (SP)","97.8"
"Jardim Menino Deus I - Bebedouro (SP)","95.8"
"Vila Aeroporto - Bebedouro (SP)","92.9"
"Jardim Menino Deus II - Bebedouro (SP)","95.4"
"Residencial Vale do Sol - Bebedouro (SP)","96.9"
"Residencial Rassim Dibe - Bebedouro (SP)","96.4"
"Chácaras Parati - Bebedouro (SP)","92.4"
"Residencial Parati I - Bebedouro (SP)","96.1"
"Jardim Cláudia I - Bebedouro (SP)","94.6"
"Jardim Cláudia II - Bebedouro (SP)","96.5"
"Vila Santa Terezinha - Bebedouro (SP)","90.5"
"Residencial Bebedouro - Bebedouro (SP)","93.2"
"Jardim de Lúcia - Bebedouro (SP)","95.6"
"Jardim das Laranjeiras - Bebedouro (SP)","96.9"
"Distrito Industrial I - Bebedouro (SP)","96.2"
"Vila Irmã Antonieta Farani - Bebedouro (SP)","89.9"
"Vila Alto do Sumaré - Bebedouro (SP)","91.4"
"Distrito Industrial II - Bebedouro (SP)","95.2"
"Jardim das Acácias - Bebedouro (SP)","95.1"
"Residencial Centenário - Bebedouro (SP)","97.5"
"Residencial Pedro Maia - Bebedouro (SP)","96.8"
"Residencial Antônia Santaella - Bebedouro (SP)","97.8"
"Vila Major Cícero de Carvalho - Bebedouro (SP)","95.4"
"Parque Residencial Irmãos Furquim - Bebedouro (SP)","98.1"
"Parque Residencial Santo Antônio - Bebedouro (SP)","93.4"
"Residencial São Francisco - Bebedouro (SP)","98.6"
"Residencial Franciscano - Bebedouro (SP)","99.1"
"Jardim Tropical - Bebedouro (SP)","96.1"
"Residencial União - Bebedouro (SP)","90.5"
"Jardim Três Marias - Bebedouro (SP)","95.6"
"Jardim Ciranda - Bebedouro (SP)","94.8"
"Jardim do Sonho - Bebedouro (SP)","96.5"
"Jardim São João - Bebedouro (SP)","97.7"
"Jardim São Sebastião - Bebedouro (SP)","99.3"
"Vila Novo Lar - Bebedouro (SP)","93.9"
"Vila Paula - Bebedouro (SP)","91.5"
"Jardim Nossa Senhora Aparecida - Bebedouro (SP)","99.5"
"Jardim Paraíso - Bebedouro (SP)","96.6"
"Jardim Talarico - Bebedouro (SP)","98.3"
"Jardim Esplanada - Bebedouro (SP)","99.4"
"Jardim Casa Grande - Bebedouro (SP)","97.0"
"Vila Cruzeiro - Bebedouro (SP)","93.1"
"Jardim Marajá - Bebedouro (SP)","91.6"
"Jardim Júlia - Bebedouro (SP)","98.8"
"Jardim Califórnia - Bebedouro (SP)","95.3"
"Jardim Alvorada - Bebedouro (SP)","94.2"
"Vila Elizabeth - Bebedouro (SP)","94.2"
"Jardim Progresso - Bebedouro (SP)","93.5"
"Jardim Sanderson - Bebedouro (SP)","97.5"
"Parque Eldorado - Bebedouro (SP)","99.5"
"Jardim Canadá - Bebedouro (SP)","94.8"
"Centro - Bebedouro (SP)","97.7"
"Residencial San Conrado - Bebedouro (SP)","99.2"
"Jardim Estoril - Bebedouro (SP)","95.6"
"Estância Vila Verde - Bebedouro (SP)","100.0"
"Jardim do Bosque - Bebedouro (SP)","98.4"
"Residencial Parati II - Bebedouro (SP)","98.3"
"Residencial Doutor Pedro Paschoal - Bebedouro (SP)","88.1"
"Residencial Souza Lima - Bebedouro (SP)","92.4"
"Pioneiro - Bebedouro (SP)","93.3"
"Vila Paulista - Bebedouro (SP)","93.7"
"Residencial São Carlos - Bebedouro (SP)","93.0"
"Residencial Hercules Pereira Hortal - Bebedouro (SP)","99.2"
"Jardim Valparaíso - Boituva (SP)","96.8"
"AF - Boituva (SP)","98.9"
"Terras de Santa Cruz - Boituva (SP)","94.9"
"Jardim São Paulo - Boituva (SP)","95.4"
"AA - Boituva (SP)","94.4"
"AB - Boituva (SP)","97.6"
"Parque Residencial Esplanada - Boituva (SP)","98.4"
"AC - Boituva (SP)","92.6"
"AD - Boituva (SP)","97.3"
"AE - Boituva (SP)","95.9"
"Parque Nossa Senhora das Graças - Boituva (SP)","95.2"
"Colina Nova Boituva - Boituva (SP)","99.1"
"AH - Boituva (SP)","X"
"Jardim Santa Adélia - Boituva (SP)","95.6"
"Chácara dos Pinhais - Boituva (SP)","96.6"
"Green Ville - Boituva (SP)","98.7"
"Centro Empresarial Castello Branco - Boituva (SP)","X"
"Portal dos Pássaros - Boituva (SP)","99.5"
"Vivendas do Parque - Boituva (SP)","99.7"
"Residencial Flora Ville - Boituva (SP)","95.3"
"Jardim Flamboyant - Boituva (SP)","99.6"
"Parque Ecológico - Boituva (SP)","X"
"Residencial Vitória - Boituva (SP)","94.1"
"Residencial Del Lorenzi - Boituva (SP)","98.1"
"AJ - Boituva (SP)","97.3"
"Jardim Parque Ecológico - Boituva (SP)","97.3"
"AK - Boituva (SP)","X"
"Vila Nossa Senhora Aparecida - Boituva (SP)","92.1"
"Jardim das Palmeiras - Boituva (SP)","95.9"
"Jardim Egídio Labronici - Boituva (SP)","98.8"
"Jardim Oreana - Boituva (SP)","99.6"
"Jardim América - Boituva (SP)","97.5"
"AL - Boituva (SP)","96.3"
"AM - Boituva (SP)","93.8"
"AN - Boituva (SP)","91.4"
"Parque Novo Mundo - Boituva (SP)","93.3"
"AO - Boituva (SP)","88.3"
"Vitassay - Boituva (SP)","94.5"
"AX - Boituva (SP)","93.3"
"AZ - Boituva (SP)","98.9"
"AU - Boituva (SP)","72.2"
"AY - Boituva (SP)","98.2"
"AS - Boituva (SP)","92.3"
"AR - Boituva (SP)","90.0"
"AQ - Boituva (SP)","X"
"Rancho dos Arcos - Boituva (SP)","98.1"
"Recanto Maravilha - Boituva (SP)","94.4"
"AP - Boituva (SP)","95.7"
"AT - Boituva (SP)","94.3"
"Vila Operária - Bom Jesus dos Perdões (SP)","94.0"
"Jardim Real - Bom Jesus dos Perdões (SP)","96.4"
"Cidade Nova - Bom Jesus dos Perdões (SP)","97.7"
"Distrito Industrial - Bom Jesus dos Perdões (SP)","97.6"
"Vila São José - Bom Jesus dos Perdões (SP)","91.6"
"Jardim Conforto - Bom Jesus dos Perdões (SP)","94.0"
"Centro - Bom Jesus dos Perdões (SP)","95.8"
"Jardim das Palmeiras - Bom Jesus dos Perdões (SP)","95.8"
"Jardim Bela Vista - Bom Jesus dos Perdões (SP)","95.0"
"Jardim Palmas - Bom Jesus dos Perdões (SP)","98.8"
"Parque das Hortências - Bom Jesus dos Perdões (SP)","92.0"
"Laranja Azeda - Bom Jesus dos Perdões (SP)","93.4"
"Guaxinduva - Bom Jesus dos Perdões (SP)","96.4"
"Alpes de Bom Jesus - Bom Jesus dos Perdões (SP)","97.6"
"Serra Negra - Bom Jesus dos Perdões (SP)","99.0"
"Cidade Nova - Bragança Paulista (SP)","96.0"
"Jardins - Bragança Paulista (SP)","95.0"
"América - Bragança Paulista (SP)","99.3"
"Santa Luzia - Bragança Paulista (SP)","98.7"
"Taboão - Bragança Paulista (SP)","99.0"
"Pinheirais - Bragança Paulista (SP)","99.7"
"Penha - Bragança Paulista (SP)","95.0"
"Bianchi - Bragança Paulista (SP)","93.6"
